Date,0
03/27/2023,157.87
03/28/2023,155.98
03/29/2023,159.35
03/30/2023,161.271
03/31/2023,161.91
04/03/2023,164.22
04/04/2023,165.11
04/05/2023,161.8
04/06/2023,162.0
04/10/2023,160.08
04/11/2023,160.51
04/12/2023,159.78
04/13/2023,161.42
04/14/2023,163.82
04/17/2023,164.03
04/18/2023,165.65
04/19/2023,165.54
04/20/2023,165.56
04/21/2023,164.49
04/24/2023,163.89
04/25/2023,163.73
04/26/2023,162.8
